"GEOID","NAME","Population"
"17031410700","Census Tract 4107, Cook County, Illinois",2186
"17031808301","Census Tract 8083.01, Cook County, Illinois",5805
"17031230600","Census Tract 2306, Cook County, Illinois",6988
"17031221500","Census Tract 2215, Cook County, Illinois",2726
"17031230100","Census Tract 2301, Cook County, Illinois",1620
"17031240300","Census Tract 2403, Cook County, Illinois",1215
"17031241300","Census Tract 2413, Cook County, Illinois",1995
"17031051300","Census Tract 513, Cook County, Illinois",2893
"17031063200","Census Tract 632, Cook County, Illinois",6745
"17031070700","Census Tract 707, Cook County, Illinois",4191
"17031071100","Census Tract 711, Cook County, Illinois",3394
"17031071400","Census Tract 714, Cook County, Illinois",5096
"17031380500","Census Tract 3805, Cook County, Illinois",856
"17031381400","Census Tract 3814, Cook County, Illinois",1415
"17031381800","Census Tract 3818, Cook County, Illinois",1252
"17031390500","Census Tract 3905, Cook County, Illinois",1565
"17031390700","Census Tract 3907, Cook County, Illinois",5372
"17031410500","Census Tract 4105, Cook County, Illinois",2525
"17031411200","Census Tract 4112, Cook County, Illinois",1689
"17031420700","Census Tract 4207, Cook County, Illinois",2674
"17031450300","Census Tract 4503, Cook County, Illinois",3733
"17031500300","Census Tract 5003, Cook County, Illinois",1598
"17031520500","Census Tract 5205, Cook County, Illinois",5275
"17031530400","Census Tract 5304, Cook County, Illinois",2183
"17031250400","Census Tract 2504, Cook County, Illinois",4769
"17031251600","Census Tract 2516, Cook County, Illinois",4261
"17031251800","Census Tract 2518, Cook County, Illinois",5300
"17031260900","Census Tract 2609, Cook County, Illinois",1461
"17031241600","Census Tract 2416, Cook County, Illinois",3480
"17031030300","Census Tract 303, Cook County, Illinois",3676
"17031031200","Census Tract 312, Cook County, Illinois",6359
"17031410900","Census Tract 4109, Cook County, Illinois",3342
"17031430300","Census Tract 4303, Cook County, Illinois",2450
"17031170600","Census Tract 1706, Cook County, Illinois",2487
"17031600900","Census Tract 6009, Cook County, Illinois",3549
"17031630300","Census Tract 6303, Cook County, Illinois",5483
"17031828702","Census Tract 8287.02, Cook County, Illinois",4874
"17031830001","Census Tract 8300.01, Cook County, Illinois",2300
"17031819500","Census Tract 8195, Cook County, Illinois",3365
"17031460700","Census Tract 4607, Cook County, Illinois",2651
"17031491000","Census Tract 4910, Cook County, Illinois",3408
"17031821900","Census Tract 8219, Cook County, Illinois",5043
"17031823602","Census Tract 8236.02, Cook County, Illinois",6280
"17031824108","Census Tract 8241.08, Cook County, Illinois",8101
"17031818800","Census Tract 8188, Cook County, Illinois",5240
"17031191100","Census Tract 1911, Cook County, Illinois",6927
"17031230400","Census Tract 2304, Cook County, Illinois",2090
"17031242900","Census Tract 2429, Cook County, Illinois",1803
"17031570400","Census Tract 5704, Cook County, Illinois",1640
"17031822302","Census Tract 8223.02, Cook County, Illinois",4123
"17031823903","Census Tract 8239.03, Cook County, Illinois",4569
"17031825600","Census Tract 8256, Cook County, Illinois",5245
"17031828401","Census Tract 8284.01, Cook County, Illinois",3645
"17031827901","Census Tract 8279.01, Cook County, Illinois",2357
"17031081100","Census Tract 811, Cook County, Illinois",4200
"17031110300","Census Tract 1103, Cook County, Illinois",5331
"17031190200","Census Tract 1902, Cook County, Illinois",5838
"17031221300","Census Tract 2213, Cook County, Illinois",2879
"17031251200","Census Tract 2512, Cook County, Illinois",3807
"17031282800","Census Tract 2828, Cook County, Illinois",1607
"17031260600","Census Tract 2606, Cook County, Illinois",2018
"17031710700","Census Tract 7107, Cook County, Illinois",3192
"17031710900","Census Tract 7109, Cook County, Illinois",1972
"17031711400","Census Tract 7114, Cook County, Illinois",2572
"17031720300","Census Tract 7203, Cook County, Illinois",3929
"17031730300","Census Tract 7303, Cook County, Illinois",1103
"17031740100","Census Tract 7401, Cook County, Illinois",3136
"17031828802","Census Tract 8288.02, Cook County, Illinois",3233
"17031241500","Census Tract 2415, Cook County, Illinois",2791
"17031060200","Census Tract 602, Cook County, Illinois",2248
"17031061000","Census Tract 610, Cook County, Illinois",2202
"17031062400","Census Tract 624, Cook County, Illinois",1571
"17031070200","Census Tract 702, Cook County, Illinois",4216
"17031070300","Census Tract 703, Cook County, Illinois",3634
"17031010600","Census Tract 106, Cook County, Illinois",6395
"17031020400","Census Tract 204, Cook County, Illinois",4258
"17031031000","Census Tract 310, Cook County, Illinois",3907
"17031040300","Census Tract 403, Cook County, Illinois",2953
"17031050600","Census Tract 506, Cook County, Illinois",2160
"17031060500","Census Tract 605, Cook County, Illinois",1197
"17031060900","Census Tract 609, Cook County, Illinois",7292
"17031190602","Census Tract 1906.02, Cook County, Illinois",5123
"17031190701","Census Tract 1907.01, Cook County, Illinois",2735
"17031190702","Census Tract 1907.02, Cook County, Illinois",5056
"17031191301","Census Tract 1913.01, Cook County, Illinois",5525
"17031191302","Census Tract 1913.02, Cook County, Illinois",5046
"17031200401","Census Tract 2004.01, Cook County, Illinois",3697
"17031200402","Census Tract 2004.02, Cook County, Illinois",4477
"17031210501","Census Tract 2105.01, Cook County, Illinois",3033
"17031210502","Census Tract 2105.02, Cook County, Illinois",4470
"17031210601","Census Tract 2106.01, Cook County, Illinois",2841
"17031210602","Census Tract 2106.02, Cook County, Illinois",4092
"17031220601","Census Tract 2206.01, Cook County, Illinois",1612
"17031220602","Census Tract 2206.02, Cook County, Illinois",4916
"17031220701","Census Tract 2207.01, Cook County, Illinois",3213
"17031220702","Census Tract 2207.02, Cook County, Illinois",3902
"17031220901","Census Tract 2209.01, Cook County, Illinois",2998
"17031220902","Census Tract 2209.02, Cook County, Illinois",2808
"17031252101","Census Tract 2521.01, Cook County, Illinois",1270
"17031252102","Census Tract 2521.02, Cook County, Illinois",6864
"17031252201","Census Tract 2522.01, Cook County, Illinois",2646
"17031252202","Census Tract 2522.02, Cook County, Illinois",4127
"17031031400","Census Tract 314, Cook County, Illinois",4964
"17031804106","Census Tract 8041.06, Cook County, Illinois",6982
"17031806001","Census Tract 8060.01, Cook County, Illinois",5501
"17031806502","Census Tract 8065.02, Cook County, Illinois",4529
"17031809700","Census Tract 8097, Cook County, Illinois",3792
"17031810702","Census Tract 8107.02, Cook County, Illinois",3801
"17031812000","Census Tract 8120, Cook County, Illinois",5129
"17031812200","Census Tract 8122, Cook County, Illinois",3790
"17031812400","Census Tract 8124, Cook County, Illinois",3188
"17031814500","Census Tract 8145, Cook County, Illinois",5742
"17031815701","Census Tract 8157.01, Cook County, Illinois",3595
"17031816700","Census Tract 8167, Cook County, Illinois",2809
"17031826600","Census Tract 8266, Cook County, Illinois",5888
"17031826800","Census Tract 8268, Cook County, Illinois",5175
"17031826902","Census Tract 8269.02, Cook County, Illinois",1625
"17031510200","Census Tract 5102, Cook County, Illinois",4033
"17031570500","Census Tract 5705, Cook County, Illinois",2654
"17031600600","Census Tract 6006, Cook County, Illinois",3144
"17031611200","Census Tract 6112, Cook County, Illinois",2340
"17031640800","Census Tract 6408, Cook County, Illinois",1737
"17031670900","Census Tract 6709, Cook County, Illinois",1290
"17031691300","Census Tract 6913, Cook County, Illinois",2452
"17031430700","Census Tract 4307, Cook County, Illinois",2682
"17031490400","Census Tract 4904, Cook County, Illinois",742
"17031824106","Census Tract 8241.06, Cook County, Illinois",6849
"17031806802","Census Tract 8068.02, Cook County, Illinois",3030
"17031809400","Census Tract 8094, Cook County, Illinois",5273
"17031610300","Census Tract 6103, Cook County, Illinois",5837
"17031611800","Census Tract 6118, Cook County, Illinois",2246
"17031681200","Census Tract 6812, Cook County, Illinois",2472
"17031711000","Census Tract 7110, Cook County, Illinois",3301
"17031800600","Census Tract 8006, Cook County, Illinois",2351
"17031804305","Census Tract 8043.05, Cook County, Illinois",7041
"17031809900","Census Tract 8099, Cook County, Illinois",2846
"17031811702","Census Tract 8117.02, Cook County, Illinois",5274
"17031816000","Census Tract 8160, Cook County, Illinois",3205
"17031819400","Census Tract 8194, Cook County, Illinois",5406
"17031210900","Census Tract 2109, Cook County, Illinois",3058
"17031260200","Census Tract 2602, Cook County, Illinois",960
"17031815500","Census Tract 8155, Cook County, Illinois",8452
"17031818000","Census Tract 8180, Cook County, Illinois",3968
"17031251400","Census Tract 2514, Cook County, Illinois",4029
"17031260800","Census Tract 2608, Cook County, Illinois",2447
"17031271200","Census Tract 2712, Cook County, Illinois",1326
"17031283800","Census Tract 2838, Cook County, Illinois",3668
"17031561000","Census Tract 5610, Cook County, Illinois",6301
"17031611100","Census Tract 6111, Cook County, Illinois",2552
"17031611400","Census Tract 6114, Cook County, Illinois",2846
"17031630500","Census Tract 6305, Cook County, Illinois",5913
"17031640100","Census Tract 6401, Cook County, Illinois",1532
"17031640600","Census Tract 6406, Cook County, Illinois",4206
"17031650400","Census Tract 6504, Cook County, Illinois",6648
"17031271400","Census Tract 2714, Cook County, Illinois",1272
"17031280100","Census Tract 2801, Cook County, Illinois",6603
"17031823500","Census Tract 8235, Cook County, Illinois",4623
"17031821500","Census Tract 8215, Cook County, Illinois",1792
"17031821800","Census Tract 8218, Cook County, Illinois",5412
"17031823400","Census Tract 8234, Cook County, Illinois",4985
"17031310300","Census Tract 3103, Cook County, Illinois",1873
"17031823901","Census Tract 8239.01, Cook County, Illinois",3839
"17031824601","Census Tract 8246.01, Cook County, Illinois",4556
"17031824702","Census Tract 8247.02, Cook County, Illinois",5488
"17031200200","Census Tract 2002, Cook County, Illinois",4848
"17031221400","Census Tract 2214, Cook County, Illinois",3144
"17031230300","Census Tract 2303, Cook County, Illinois",972
"17031230900","Census Tract 2309, Cook County, Illinois",4808
"17031231100","Census Tract 2311, Cook County, Illinois",1217
"17031240600","Census Tract 2406, Cook County, Illinois",1725
"17031243400","Census Tract 2434, Cook County, Illinois",2849
"17031250200","Census Tract 2502, Cook County, Illinois",2866
"17031250700","Census Tract 2507, Cook County, Illinois",5214
"17031251300","Census Tract 2513, Cook County, Illinois",4047
"17031282700","Census Tract 2827, Cook County, Illinois",2285
"17031440201","Census Tract 4402.01, Cook County, Illinois",5198
"17031530501","Census Tract 5305.01, Cook County, Illinois",4148
"17031530503","Census Tract 5305.03, Cook County, Illinois",6171
"17031540101","Census Tract 5401.01, Cook County, Illinois",4104
"17031540102","Census Tract 5401.02, Cook County, Illinois",3255
"17031040600","Census Tract 406, Cook County, Illinois",2607
"17031817600","Census Tract 8176, Cook County, Illinois",3964
"17031818402","Census Tract 8184.02, Cook County, Illinois",3131
"17031251100","Census Tract 2511, Cook County, Illinois",4811
"17031252000","Census Tract 2520, Cook County, Illinois",5259
"17031260100","Census Tract 2601, Cook County, Illinois",1204
"17031260700","Census Tract 2607, Cook County, Illinois",1669
"17031271300","Census Tract 2713, Cook County, Illinois",1110
"17031081700","Census Tract 817, Cook County, Illinois",4118
"17031100100","Census Tract 1001, Cook County, Illinois",5630
"17031100500","Census Tract 1005, Cook County, Illinois",5840
"17031130100","Census Tract 1301, Cook County, Illinois",5341
"17031140200","Census Tract 1402, Cook County, Illinois",6514
"17031140500","Census Tract 1405, Cook County, Illinois",3920
"17031160300","Census Tract 1603, Cook County, Illinois",3524
"17031160800","Census Tract 1608, Cook County, Illinois",5459
"17031822900","Census Tract 8229, Cook County, Illinois",1921
"17031823904","Census Tract 8239.04, Cook County, Illinois",3964
"17031826402","Census Tract 8264.02, Cook County, Illinois",4947
"17031829401","Census Tract 8294.01, Cook County, Illinois",1096
"17031820104","Census Tract 8201.04, Cook County, Illinois",4138
"17031820201","Census Tract 8202.01, Cook County, Illinois",7405
"17031821200","Census Tract 8212, Cook County, Illinois",6327
"17031821600","Census Tract 8216, Cook County, Illinois",4401
"17031821700","Census Tract 8217, Cook County, Illinois",4623
"17031822102","Census Tract 8221.02, Cook County, Illinois",4343
"17031222600","Census Tract 2226, Cook County, Illinois",1663
"17031230800","Census Tract 2308, Cook County, Illinois",1232
"17031240700","Census Tract 2407, Cook County, Illinois",1876
"17031241000","Census Tract 2410, Cook County, Illinois",2097
"17031241100","Census Tract 2411, Cook County, Illinois",3758
"17031242000","Census Tract 2420, Cook County, Illinois",4763
"17031242100","Census Tract 2421, Cook County, Illinois",3855
"17031250600","Census Tract 2506, Cook County, Illinois",4252
"17031808302","Census Tract 8083.02, Cook County, Illinois",3937
"17031809300","Census Tract 8093, Cook County, Illinois",4521
"17031460400","Census Tract 4604, Cook County, Illinois",3311
"17031560700","Census Tract 5607, Cook County, Illinois",3764
"17031561100","Census Tract 5611, Cook County, Illinois",5650
"17031570200","Census Tract 5702, Cook County, Illinois",2236
"17031010100","Census Tract 101, Cook County, Illinois",4599
"17031030500","Census Tract 305, Cook County, Illinois",6786
"17031071700","Census Tract 717, Cook County, Illinois",1670
"17031020200","Census Tract 202, Cook County, Illinois",6840
"17031031700","Census Tract 317, Cook County, Illinois",6785
"17031061200","Census Tract 612, Cook County, Illinois",2164
"17031061500","Census Tract 615, Cook County, Illinois",2000
"17031062900","Census Tract 629, Cook County, Illinois",3818
"17031210700","Census Tract 2107, Cook County, Illinois",4240
"17031221100","Census Tract 2211, Cook County, Illinois",4868
"17031221200","Census Tract 2212, Cook County, Illinois",3174
"17031063000","Census Tract 630, Cook County, Illinois",3456
"17031071200","Census Tract 712, Cook County, Illinois",1956
"17031081500","Census Tract 815, Cook County, Illinois",4521
"17031090300","Census Tract 903, Cook County, Illinois",1339
"17031130300","Census Tract 1303, Cook County, Illinois",5509
"17031100600","Census Tract 1006, Cook County, Illinois",4792
"17031110400","Census Tract 1104, Cook County, Illinois",4666
"17031120200","Census Tract 1202, Cook County, Illinois",4607
"17031150700","Census Tract 1507, Cook County, Illinois",4040
"17031161300","Census Tract 1613, Cook County, Illinois",3732
"17031210400","Census Tract 2104, Cook County, Illinois",2580
"17031210800","Census Tract 2108, Cook County, Illinois",1165
"17031221600","Census Tract 2216, Cook County, Illinois",3268
"17031801800","Census Tract 8018, Cook County, Illinois",5703
"17031802900","Census Tract 8029, Cook County, Illinois",6111
"17031803604","Census Tract 8036.04, Cook County, Illinois",4243
"17031803800","Census Tract 8038, Cook County, Illinois",4514
"17031804804","Census Tract 8048.04, Cook County, Illinois",6331
"17031805105","Census Tract 8051.05, Cook County, Illinois",7186
"17031805108","Census Tract 8051.08, Cook County, Illinois",6435
"17031805701","Census Tract 8057.01, Cook County, Illinois",5001
"17031805702","Census Tract 8057.02, Cook County, Illinois",1939
"17031806801","Census Tract 8068.01, Cook County, Illinois",4129
"17031807300","Census Tract 8073, Cook County, Illinois",7811
"17031808002","Census Tract 8080.02, Cook County, Illinois",4648
"17031808900","Census Tract 8089, Cook County, Illinois",4200
"17031809800","Census Tract 8098, Cook County, Illinois",2660
"17031814700","Census Tract 8147, Cook County, Illinois",5320
"17031020100","Census Tract 201, Cook County, Illinois",3618
"17031836100","Census Tract 8361, Cook County, Illinois",1897
"17031836200","Census Tract 8362, Cook County, Illinois",1492
"17031836300","Census Tract 8363, Cook County, Illinois",1513
"17031836400","Census Tract 8364, Cook County, Illinois",3787
"17031836500","Census Tract 8365, Cook County, Illinois",1963
"17031836600","Census Tract 8366, Cook County, Illinois",2337
"17031836700","Census Tract 8367, Cook County, Illinois",2308
"17031836800","Census Tract 8368, Cook County, Illinois",2397
"17031836900","Census Tract 8369, Cook County, Illinois",1163
"17031837000","Census Tract 8370, Cook County, Illinois",1804
"17031837100","Census Tract 8371, Cook County, Illinois",1319
"17031837300","Census Tract 8373, Cook County, Illinois",2762
"17031837400","Census Tract 8374, Cook County, Illinois",2259
"17031837800","Census Tract 8378, Cook County, Illinois",2627
"17031803702","Census Tract 8037.02, Cook County, Illinois",5950
"17031804108","Census Tract 8041.08, Cook County, Illinois",3931
"17031804109","Census Tract 8041.09, Cook County, Illinois",2793
"17031031300","Census Tract 313, Cook County, Illinois",7775
"17031810000","Census Tract 8100, Cook County, Illinois",5112
"17031810200","Census Tract 8102, Cook County, Illinois",6428
"17031811000","Census Tract 8110, Cook County, Illinois",4069
"17031828900","Census Tract 8289, Cook County, Illinois",3658
"17031829901","Census Tract 8299.01, Cook County, Illinois",8977
"17031829902","Census Tract 8299.02, Cook County, Illinois",6418
"17031062800","Census Tract 628, Cook County, Illinois",3460
"17031063400","Census Tract 634, Cook County, Illinois",2443
"17031070500","Census Tract 705, Cook County, Illinois",3458
"17031071600","Census Tract 716, Cook County, Illinois",1914
"17031071800","Census Tract 718, Cook County, Illinois",2613
"17031817102","Census Tract 8171.02, Cook County, Illinois",3220
"17031817300","Census Tract 8173, Cook County, Illinois",2622
"17031819100","Census Tract 8191, Cook County, Illinois",4132
"17031819600","Census Tract 8196, Cook County, Illinois",3745
"17031827804","Census Tract 8278.04, Cook County, Illinois",2969
"17031827500","Census Tract 8275, Cook County, Illinois",5160
"17031827801","Census Tract 8278.01, Cook County, Illinois",5246
"17031828506","Census Tract 8285.06, Cook County, Illinois",8891
"17031829100","Census Tract 8291, Cook County, Illinois",3528
"17031829500","Census Tract 8295, Cook County, Illinois",4076
"17031830004","Census Tract 8300.04, Cook County, Illinois",6895
"17031830005","Census Tract 8300.05, Cook County, Illinois",4163
"17031830006","Census Tract 8300.06, Cook County, Illinois",3055
"17031830201","Census Tract 8302.01, Cook County, Illinois",5324
"17031320600","Census Tract 3206, Cook County, Illinois",5183
"17031350400","Census Tract 3504, Cook County, Illinois",1979
"17031804810","Census Tract 8048.10, Cook County, Illinois",6818
"17031804901","Census Tract 8049.01, Cook County, Illinois",6649
"17031805301","Census Tract 8053.01, Cook County, Illinois",3161
"17031805302","Census Tract 8053.02, Cook County, Illinois",3722
"17031805402","Census Tract 8054.02, Cook County, Illinois",4973
"17031806300","Census Tract 8063, Cook County, Illinois",4644
"17031807100","Census Tract 8071, Cook County, Illinois",3522
"17031808200","Census Tract 8082, Cook County, Illinois",5367
"17031808500","Census Tract 8085, Cook County, Illinois",4017
"17031812900","Census Tract 8129, Cook County, Illinois",4670
"17031813100","Census Tract 8131, Cook County, Illinois",4954
"17031813200","Census Tract 8132, Cook County, Illinois",4262
"17031813400","Census Tract 8134, Cook County, Illinois",7660
"17031814100","Census Tract 8141, Cook County, Illinois",4257
"17031291600","Census Tract 2916, Cook County, Illinois",945
"17031292400","Census Tract 2924, Cook County, Illinois",2000
"17031301100","Census Tract 3011, Cook County, Illinois",2217
"17031301600","Census Tract 3016, Cook County, Illinois",4242
"17031660500","Census Tract 6605, Cook County, Illinois",4454
"17031661100","Census Tract 6611, Cook County, Illinois",7115
"17031670600","Census Tract 6706, Cook County, Illinois",975
"17031690500","Census Tract 6905, Cook County, Illinois",632
"17031691000","Census Tract 6910, Cook County, Illinois",2256
"17031710400","Census Tract 7104, Cook County, Illinois",5608
"17031740400","Census Tract 7404, Cook County, Illinois",4465
"17031770800","Census Tract 7708, Cook County, Illinois",5248
"17031800800","Census Tract 8008, Cook County, Illinois",2281
"17031081000","Census Tract 810, Cook County, Illinois",8204
"17031030400","Census Tract 304, Cook County, Illinois",2631
"17031030900","Census Tract 309, Cook County, Illinois",3126
"17031031900","Census Tract 319, Cook County, Illinois",2558
"17031050200","Census Tract 502, Cook County, Illinois",5092
"17031802100","Census Tract 8021, Cook County, Illinois",3466
"17031802801","Census Tract 8028.01, Cook County, Illinois",4812
"17031803100","Census Tract 8031, Cook County, Illinois",3416
"17031803607","Census Tract 8036.07, Cook County, Illinois",4912
"17031804606","Census Tract 8046.06, Cook County, Illinois",6888
"17031804705","Census Tract 8047.05, Cook County, Illinois",4470
"17031804710","Census Tract 8047.10, Cook County, Illinois",3767
"17031804711","Census Tract 8047.11, Cook County, Illinois",7733
"17031805106","Census Tract 8051.06, Cook County, Illinois",2994
"17031805109","Census Tract 8051.09, Cook County, Illinois",4178
"17031805002","Census Tract 8050.02, Cook County, Illinois",7042
"17031804803","Census Tract 8048.03, Cook County, Illinois",6037
"17031804808","Census Tract 8048.08, Cook County, Illinois",2618
"17031804902","Census Tract 8049.02, Cook County, Illinois",5303
"17031805112","Census Tract 8051.12, Cook County, Illinois",3294
"17031805502","Census Tract 8055.02, Cook County, Illinois",3950
"17031805801","Census Tract 8058.01, Cook County, Illinois",2465
"17031806700","Census Tract 8067, Cook County, Illinois",3921
"17031807800","Census Tract 8078, Cook County, Illinois",2589
"17031809000","Census Tract 8090, Cook County, Illinois",3976
"17031809100","Census Tract 8091, Cook County, Illinois",3193
"17031810302","Census Tract 8103.02, Cook County, Illinois",3087
"17031810502","Census Tract 8105.02, Cook County, Illinois",5490
"17031810701","Census Tract 8107.01, Cook County, Illinois",4981
"17031810800","Census Tract 8108, Cook County, Illinois",5242
"17031811402","Census Tract 8114.02, Cook County, Illinois",4158
"17031811500","Census Tract 8115, Cook County, Illinois",6441
"17031080100","Census Tract 801, Cook County, Illinois",6741
"17031080400","Census Tract 804, Cook County, Illinois",4331
"17031081300","Census Tract 813, Cook County, Illinois",5393
"17031100200","Census Tract 1002, Cook County, Illinois",6819
"17031100300","Census Tract 1003, Cook County, Illinois",6259
"17031120400","Census Tract 1204, Cook County, Illinois",3727
"17031150300","Census Tract 1503, Cook County, Illinois",7862
"17031151200","Census Tract 1512, Cook County, Illinois",3616
"17031160200","Census Tract 1602, Cook County, Illinois",3023
"17031170400","Census Tract 1704, Cook County, Illinois",4189
"17031170800","Census Tract 1708, Cook County, Illinois",4099
"17031180100","Census Tract 1801, Cook County, Illinois",6228
"17031828505","Census Tract 8285.05, Cook County, Illinois",6517
"17031828701","Census Tract 8287.01, Cook County, Illinois",4198
"17031829000","Census Tract 8290, Cook County, Illinois",1316
"17031829402","Census Tract 8294.02, Cook County, Illinois",3270
"17031140601","Census Tract 1406.01, Cook County, Illinois",2886
"17031140701","Census Tract 1407.01, Cook County, Illinois",3028
"17031140702","Census Tract 1407.02, Cook County, Illinois",5882
"17031150401","Census Tract 1504.01, Cook County, Illinois",4909
"17031150402","Census Tract 1504.02, Cook County, Illinois",3817
"17031150501","Census Tract 1505.01, Cook County, Illinois",3903
"17031150502","Census Tract 1505.02, Cook County, Illinois",4339
"17031151001","Census Tract 1510.01, Cook County, Illinois",2803
"17031151002","Census Tract 1510.02, Cook County, Illinois",4892
"17031160502","Census Tract 1605.02, Cook County, Illinois",3729
"17031160601","Census Tract 1606.01, Cook County, Illinois",3362
"17031160602","Census Tract 1606.02, Cook County, Illinois",3735
"17031160501","Census Tract 1605.01, Cook County, Illinois",4019
"17031190601","Census Tract 1906.01, Cook County, Illinois",4976
"17031190401","Census Tract 1904.01, Cook County, Illinois",4394
"17031190402","Census Tract 1904.02, Cook County, Illinois",5385
"17031010201","Census Tract 102.01, Cook County, Illinois",7455
"17031010502","Census Tract 105.02, Cook County, Illinois",3089
"17031010202","Census Tract 102.02, Cook County, Illinois",2896
"17031010501","Census Tract 105.01, Cook County, Illinois",4102
"17031010503","Census Tract 105.03, Cook County, Illinois",1806
"17031010701","Census Tract 107.01, Cook County, Illinois",3620
"17031010702","Census Tract 107.02, Cook County, Illinois",5082
"17031580501","Census Tract 5805.01, Cook County, Illinois",4993
"17031580502","Census Tract 5805.02, Cook County, Illinois",5358
"17031650301","Census Tract 6503.01, Cook County, Illinois",4919
"17031650302","Census Tract 6503.02, Cook County, Illinois",4213
"17031660301","Census Tract 6603.01, Cook County, Illinois",1398
"17031660302","Census Tract 6603.02, Cook County, Illinois",4999
"17031700301","Census Tract 7003.01, Cook County, Illinois",6530
"17031700302","Census Tract 7003.02, Cook County, Illinois",5836
"17031700401","Census Tract 7004.01, Cook County, Illinois",6337
"17031700402","Census Tract 7004.02, Cook County, Illinois",4484
"17031700501","Census Tract 7005.01, Cook County, Illinois",6594
"17031700502","Census Tract 7005.02, Cook County, Illinois",3449
"17031730201","Census Tract 7302.01, Cook County, Illinois",5262
"17031730202","Census Tract 7302.02, Cook County, Illinois",3098
"17031808800","Census Tract 8088, Cook County, Illinois",3866
"17031809200","Census Tract 8092, Cook County, Illinois",4401
"17031810501","Census Tract 8105.01, Cook County, Illinois",5268
"17031811100","Census Tract 8111, Cook County, Illinois",6152
"17031811200","Census Tract 8112, Cook County, Illinois",4957
"17031812500","Census Tract 8125, Cook County, Illinois",3173
"17031812700","Census Tract 8127, Cook County, Illinois",3285
"17031814000","Census Tract 8140, Cook County, Illinois",4573
"17031815000","Census Tract 8150, Cook County, Illinois",3806
"17031301701","Census Tract 3017.01, Cook County, Illinois",3785
"17031301802","Census Tract 3018.02, Cook County, Illinois",3421
"17031301702","Census Tract 3017.02, Cook County, Illinois",4645
"17031301801","Census Tract 3018.01, Cook County, Illinois",3568
"17031301803","Census Tract 3018.03, Cook County, Illinois",4423
"17031430101","Census Tract 4301.01, Cook County, Illinois",3199
"17031430102","Census Tract 4301.02, Cook County, Illinois",3120
"17031431301","Census Tract 4313.01, Cook County, Illinois",3236
"17031431302","Census Tract 4313.02, Cook County, Illinois",4329
"17031440101","Census Tract 4401.01, Cook County, Illinois",4088
"17031440102","Census Tract 4401.02, Cook County, Illinois",3473
"17031440202","Census Tract 4402.02, Cook County, Illinois",3012
"17031460301","Census Tract 4603.01, Cook County, Illinois",3634
"17031460302","Census Tract 4603.02, Cook County, Illinois",3322
